House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
55,Baker Street,Alice,Bond-Nicholls,47,Head,Single,Female,Unemployed,None,Methodist
55,Baker Street,Ricky,Bond-Nicholls,14,Step-Son,NA,Male,Student,None,NA
56,Baker Street,Patricia,Edwards,37,Head,Divorced,Female,Careers adviser,None,None
56,Baker Street,Suzanne,Taylor,14,Daughter,NA,Female,Student,None,NA
57,Baker Street,Lucy,Lucas-Morton,35,Head,Married,Female,Museum/gallery exhibitions officer,None,Christian
57,Baker Street,Stuart,Lucas-Morton,37,Husband,Married,Male,Facilities manager,None,None
58,Baker Street,Danny,Davis,21,Head,Single,Male,University Student,None,None
58,Baker Street,Adrian,Morris,32,None,Single,Male,Quantity surveyor,None,Christian
59,Baker Street,Harriet,Jackson,41,Head,Married,Female,Archaeologist,None,Catholic
59,Baker Street,Roy,Jackson,43,Husband,Married,Male,Telecommunications researcher,None,None
59,Baker Street,Maureen,Wade,39,Sibling,Single,Female,Secondary school teacher,None,None
59,Baker Street,Jemma,Pickering,47,Lodger,Single,Female,Unemployed,None,Christian
60,Baker Street,Rosie,Gardner,62,Head,Divorced,Female,Tax adviser,None,Christian
60,Baker Street,Glenn,Martin,46,None,Single,Male,"Librarian, academic",None,None
60,Baker Street,Luke,Gibbons,34,None,Single,Male,Clothing/textile technologist,None,None
60,Baker Street,Natasha,Wright,52,None,Single,Female,Ranger/warden,None,None
60,Baker Street,Beverley,Scott,37,None,Divorced,Female,Drilling engineer,None,Christian
60,Baker Street,Lynne,Morris,40,None,Single,Female,Tourism officer,None,None
1,Warren Way,Alison,Smith,57,Head,Single,Female,Financial planner,None,None
2,Warren Way,Brian,Winter,74,Head,Married,Male,"Retired Restaurant manager, fast food",None,Christian
2,Warren Way,Margaret,Winter,73,Wife,Married,Female,"Retired Surveyor, mining",None,Christian
3,Warren Way,Charlotte,Smith,56,Head,Married,Female,"Journalist, magazine",None,Methodist
3,Warren Way,Ryan,Smith,55,Husband,Married,Mal e,Geophysicist/field seismologist,None,Methodist
4,Warren Way,Aaron,Gallagher,41,Head,Single,Male,Sports coach,None,Methodist
5,Warren Way,Chelsea,Burns,48,Head,Single,Female,Fish farm manager,None,Catholic
6,Warren Way,Grace,Brown,31,Head,Single,Female,"Loss adjuster, chartered",None,None
6,Warren Way,Emily,Brown,6,Daughter,NA,Female,Student,None,NA
6,Warren Way,Clive,Brown,5,Son,NA,Male,Student,None,NA
7,Warren Way,Kathleen,Norman,72,Head,Divorced,Female,Unemployed,None,Catholic
7,Warren Way,Rosie,Norman,34,Daughter,Single,Female,Transport planner,None,Catholic
7,Warren Way,Shannon,Norman,33,Daughter,Single,Female,"Engineer, energy",None,Catholic
7,Warren Way,Valerie,Norman,27,Daughter,Single,Female,Police officer,None,Catholic
8,Warren Way,Gail,Smith,83,Head,Married,Female,Retired Retail manager,None,Catholic
8,Warren Way,Barry,Smith,85,Husband,Married,Male,"Retired Scientist, clinical (histocompatibility and immunogenetics)",None,None
9,Warren Way,Marion,Smith,48,Head,Divorced,Female,"Accountant, chartered certified",None,Christian
9,Warren Way,Sylvia,Smith,17,Daughter,NA,Female,Student,None,NA
10,Warren Way,Abigail,Curtis,43,Head,Single,Female,Associate Professor,None,Catholic
10,Warren Way,Dawn,Curtis,1,Daughter,NA,Female,Child,None,NA
10,Warren Way,Kathleen,Shepherd,62,Lodger,Single,Female,Unemployed,None,Catholic
11,Warren Way,Amber,Doyle,46,Head,Divorced,Female,Unemployed,None,None
11,Warren Way,Graeme,Doyle,16,Son,NA,Male,Student,None,NA
12,Warren Way,Gail,Higgins,51,Head,Married,Female,Engineering geologist,None,Christian
12,Warren Way,Christopher,Higgins,53,Husband,Married,Male,"Administrator, Civil Service",None,Christian
12,Warren Way,Jonathan,Higgins,14,Son,NA,Male,Student,None,NA
13,Warren Way,Dawn,Reynolds,44,Head,Married,Female,Tourism officer,None,None
13,Warren Way,Norman,Reynolds,46,Husband,Married,Male,"Engineer, biomedical",None,None
13,Warren Way,Graham,Reynolds,10,Son,NA,Male,Student,None,NA
14,Warren Way,Charlie,Ball,79,Head,Married,Male,Retired Surgeon,None,None
14,Warren Way,Eleanor,Ball,82,Wife,Married,Female,Retired Herpetologist,None,None
15,Warren Way,Carol,Roberts,37,Head,Married,Female,Music tutor,None,None
15,Warren Way,Kevin,Roberts,36,Husband,Married,Male,"Designer, furniture",None,None
16,Warren Way,Ruth,Sanders,38,Head,Married,Female,Database administrator,None,Christian
16,Warren Way,Shane,Sanders-Moore,40,Husband,Married,Male,Mining engineer,None,Christian
16,Warren Way,Lynne,Sanders-Moore,1,Daughter,NA,Female,Child,None,NA
16,Warren Way,Annette,Davis,46,Lodger,Divorced,Female,Commissioning editor,None,None
16,Warren Way,Julian,Jones,20,Lodger,Single,Male,University Student,None,Christian
16,Warren Way,Conor,Ali,22,Lodger,Single,Male,University Student,None,Muslim
17,Warren Way,Jayne,Bennett,35,Head,Married,Female,Diagnostic radiographer,None,None
17,Warren Way,Charlie,Bennett,37,Husband,Married,Male,Educational psychologist,None,None
17,Warren Way,Linda,Bennett,9,Daughter,NA,Female,Student,None,NA
18,Warren Way,Adam,Morley,48,Head,Married,Male,Structural engineer,None,Catholic
18,Warren Way,Rachel,Morley,46,Wife,Married,Female,Special educational needs teacher,None,Catholic
18,Warren Way,Paul,Morley,16,Son,NA,Male,Student,None,NA
19,Warren Way,Jean,Taylor,67,Head,Widowed,Female,"Librarian, academic",None,Methodist
1,Williams Mission,Tom,Hilton,26,Head,Single,Male,Forensic psychologist,None,Methodist
2,Williams Mission,Janet,Curtis,54,Head,Single,Female,Unemployed,None,None
2,Williams Mission,Tony,Curtis,8,Son,NA,Male,Student,None,NA
3,Williams Mission,Lawrence,Patterson,36,Head,Married,Male,Social worker,None,None
3,Williams Mission,Paula,Patterson,32,Wife,Married,Female,Sport and exercise psychologist,None,None
3,Williams Mission,Dylan,Patterson,-1,Son,NA,Male,Child,None,NA
4,Williams Mission,Naomi,Payne,56,Head,Married,Female,"Surveyor, rural practice",None,Catholic
4,Williams Mission,Reece,Payne,61,Husband,Married,Male,Commissioning editor,None,Catholic
5,Williams Mission,Melissa,Davey,21,Head,Single,Female,University Student,None,Christian
5,Williams Mission,Dylan,Miles,26,Partner,Single,Male,"Research officer, government",None,Christian
5,Williams Mission,Donna,Davey,0,Daughter,NA,Female,Child,None,NA
6,Williams Mission,Frances,Fisher,41,Head,Divorced,Female,Unemployed,None,None
6,Williams Mission,Heather,Fisher,12,Daughter,NA,Female,Student,None,NA
6,Williams Mission,Ross,Fisher,11,Son,NA,Male,Student,None,NA
7,Williams Mission,Melissa,Richards,33,Head,Divorced,Female,Unemployed,None,Methodist
7,Williams Mission,Karl,Richards,7,Son,NA,Male,Student,None,NA
7,Williams Mission,Brian,Richards,4,Son,NA,Male,Child,None,NA
8,Williams Mission,Dennis,Jackson,37,Head,Married,Male,Risk manager,None,Christian
8,Williams Mission,Natasha,Jackson,37,Wife,Married,Female,Radio producer,None,None
8,Williams Mission,Samuel,Jackson,15,Son,NA,Male,Student,None,NA
9,Williams Mission,Ruth,Davies,30,Head,Married,Female,Music tutor,None,None
9,Williams Mission,Billy,Davies,32,Husband,Married,Male,Accommodation manager,None,None
9,Williams Mission,Raymond,Davies,4,Son,NA,Male,Child,None,NA
10,Williams Mission,Vanessa,Smith,47,Head,Married,Female,Primary school teacher,None,Christian
10,Williams Mission,Mohammad,Smith,49,Husband,Married,Male,"Journalist, broadcasting",None,Christian
10,Williams Mission,Cameron,Smith,23,Son,Single,Male,Technical brewer,None,Christian
10,Williams Mission,Martyn,Smith,21,Son,Divorced,Male,University Student,None,Christian
10,Williams Mission,Phillip,Hunt,18,Son,Divorced,Male,Student,None,Christian
11,Williams Mission,Jenna,Lewis,48,Head,Single,Female,Youth worker,None,Catholic
11,Williams Mission,Matthew,Vincent,49,Partner,Single,Male,"Designer, exhibition/display",None,Catholic
11,Williams Mission,Yvonne,Lewis,21,Daughter,Divorced,Female,Chief Strategy Officer,None,Catholic
11,Williams Mission,Raymond,Lewis,20,Son,Single,Male,University Student,None,Catholic
11,Williams Mission,Hazel,Lewis,5,Daughter,NA,Female,Student,None,NA
12,Williams Mission,Helen,Jackson,47,Head,Single,Female,Unemployed,None,Christian
12,Williams Mission,Maurice,Jackson,18,Son,Single,Male,Student,None,Christian
12,Williams Mission,Cheryl,Jackson,18,Daughter,Single,Female,Student,None,Christian
13,Williams Mission,Laura,Poole,51,Head,Divorced,Female,IT technical support officer,None,Christian
14,Williams Mission,Hazel,Rhodes,73,Head,Married,Female,Retired Comptroller,None,Christian
14,Williams Mission,Max,Rhodes,74,Husband,Married,Male,Retired Therapeutic radiographer,None,Christian
14,Williams Mission,Stuart,Rhodes,15,Grandson,NA,Male,Student,None,NA
15,Williams Mission,Kimberley,Mills,30,Head,Married,Female,"Restaurant manager, fast food",None,None
15,Williams Mission,Stuart,Mills,36,Husband,Married,Male,Unemployed,None,None
15,Williams Mission,Timothy,Mills,6,Son,NA,Male,Student,None,NA
16,Williams Mission,Paula,Thomas,47,Head,Single,Female,Restaurant manager,None,Christian
16,Williams Mission,Raymond,Thomas,18,Son,Single,Male,Student,None,Christian
16,Williams Mission,Terry,Thomas,14,Son,NA,Male,Student,None,NA
17,Williams Mission,Hazel,Bradley,30,Head,Divorced,Female,Herbalist,None,Methodist
17,Williams Mission,Jake,Bradley,42,Cousin,Single,Male,Pathologist,None,Methodist
17,Williams Mission,Susan,Bradley,44,Cousin,Single,Female,"Engineer, biomedical",None,None
17,Williams Mission,Joel,Bradley,26,Cousin,Single,Male,Systems developer,None,Methodist
17,Williams Mission,Pauline,Bradley,31,Cousin,Single,Female,"Programme researcher, broadcasting/film/video",None,Methodist
17,Williams Mission,Aimee,Smith-Bradley,33,Cousin,Single,Female,"Designer, interior/spatial",None,None
18,Williams Mission,Leah,Bennett,40,Head,Married,Female,Theme park manager,None,Christian
18,Williams Mission,Frank,Bennett,42,Husband,Married,Male,Unemployed,None,Christian
18,Williams Mission,Megan,Bennett,12,Daughter,NA,Female,Student,None,NA
19,Williams Mission,Grace,Walker,49,Head,Single,Female,Unemployed,None,None
19,Williams Mission,Richard,Hodgson,49,Partner,Single,Male,"Administrator, education",None,None
20,Williams Mission,Janice,Harrison,69,Head,Widowed,Female,Retired Product designer,None,Catholic
20,Williams Mission,Sam,Harrison,6,Grandson,NA,Male,Student,None,NA
20,Williams Mission,Paul,Chapman-Harrison,5,Grandson,NA,Male,Student,None,NA
21,Williams Mission,Pauline,Smith,34,Head,Married,Female,Trade union research officer,None,None
21,Williams Mission,Russell,Smith,36,Husband,Married,Male,"Engineer, aeronautical",None,None
21,Williams Mission,Sara,Smith,2,Daughter,NA,Female,Child,None,NA
21,Williams Mission,Charlie,Williams,29,Lodger,Single,Male,Gaffer,None,None
21,Williams Mission,Gordon,Powell,22,Lodger,Divorced,Male,University Student,None,None
22,Williams Mission,Heather,Harrison,58,Head,Divorced,Female,Fashion designer,None,None
22,Williams Mission,Dawn,Harrison,41,Daughter,Single,Female,Theatre director,None,None
22,Williams Mission,Peter,Harrison,40,Son,Single,Male,"Engineer, maintenance (IT)",None,None
22,Williams Mission,Samantha,Harrison,37,Daughter,Single,Female,Company secretary,None,None
22,Williams Mission,Wendy,Harrison,35,Daughter,Single,Female,"Administrator, charities/voluntary organisations",None,None
22,Williams Mission,Ashley,Harrison,33,Son,Single,Male,Naval architect,None,None
22,Williams Mission,Jeremy,Harrison,31,Son,Single,Male,Financial adviser,None,None
23,Williams Mission,Janet,Burgess,50,Head,Divorced,Female,Mechanical engineer,None,None
23,Williams Mission,June,Burgess,19,Daughter,Divorced,Female,University Student,None,None
23,Williams Mission,Ryan,Burgess,16,Son,NA,Male,Student,None,NA
24,Williams Mission,Denise,Davies-Archer,51,Head,Married,Female,Higher education careers adviser,None,Christian
24,Williams Mission,Nicholas,Davies-Archer,50,Husband,Married,Male,Estate agent,None,Christian
24,Williams Mission,Sophie,Davies-Archer,14,Daughter,NA,Female,Student,None,NA
25,Williams Mission,Jasmine,Price,52,Head,Married,Female,"Sound technician, broadcasting/film/video",None,Christian
25,Williams Mission,Marc,Price,52,Husband,Married,Male,Landscape architect,None,Christian
25,Williams Mission,Benjamin,Price,11,Son,NA,Male,Student,None,NA
26,Williams Mission,Kirsty,Oliver,53,Head,Married,Female,Ceramics designer,None,Christian
26,Williams Mission,Richard,Oliver,53,Husband,Married,Male,"Engineer, technical sales",None,Christian
26,Williams Mission,Joel,Oliver,22,Son,Divorced,Male,University Student,None,Christian
26,Williams Mission,Simon,Oliver,6,Son,NA,Male,Student,None,NA
27,Williams Mission,Jill,Vaughan,50,Head,Married,Female,Accommodation manager,None,Methodist
27,Williams Mission,Mathew,Vaughan,53,Husband,Married,Male,Commercial/residential surveyor,None,Methodist
27,Williams Mission,Jeremy,Vaughan,26,Son,Single,Male,Primary school teacher,None,Methodist
28,Williams Mission,Jasmine,Mann,41,Head,Single,Female,Bookseller,None,Christian
28,Williams Mission,Max,Mann,18,Son,Single,Male,Student,None,None
28,Williams Mission,Joe,Mann,14,Son,NA,Male,Student,Blind,NA
29,Williams Mission,Valerie,Bradley-Harris,49,Head,Married,Female,"Therapist, speech and language",None,Catholic
29,Williams Mission,Jay,Bradley-Harris,47,Husband,Married,Male,Operations geologist,None,Catholic
29,Williams Mission,Benjamin,Bradley-Harris,15,Son,NA,Male,Student,None,NA
30,Williams Mission,Nicholas,Jones,60,Head,Single,Male,Electronics engineer,None,None
30,Williams Mission,Gillian,Benson,60,None,Single,Female,Network engineer,None,None
30,Williams Mission,Phillip,Hancock,56,None,Single,Male,Make,None,Christian
30,Williams Mission,Anthony,Glover,40,None,Single,Male,"Engineer, electrical",None,Catholic
1,Oxford Avenue,Molly,Hall,45,Head,Single,Female,Health and safety adviser,None,Catholic
1,Oxford Avenue,Aaron,Bull,48,Partner,Single,Male,Amenity horticulturist,None,None
1,Oxford Avenue,Jeremy,Hall,13,Son,NA,Male,Student,None,NA
1,Oxford Avenue,Nicole,Hall,12,Daughter,NA,Female,Student,None,NA
2,Oxford Avenue,Annette,Richardson,19,Head,Single,Female,University Student,None,Catholic
2,Oxford Avenue,Samuel,Hutchinson,19,None,Single,Male,University Student,None,Methodist
2,Oxford Avenue,Charlie,Johnston,21,None,Single,Male,University Student,None,None
2,Oxford Avenue,Carl,Powell,20,None,Single,Male,University Student,None,None
3,Oxford Avenue,Annette,Harvey,41,Head,Married,Female,"Buyer, retail",None,Christian
3,Oxford Avenue,Glenn,Harvey,38,Husband,Married,Male,Games developer,None,None
3,Oxford Avenue,Laura,Harvey,9,Daughter,NA,Female,Student,None,NA
4,Oxford Avenue,Albert,Barnes,58,Head,Married,Male,Chief Operating Officer,None,Catholic
4,Oxford Avenue,Paige,Barnes,55,Wife,Married,Female,Advertising art director,None,Catholic
4,Oxford Avenue,Katherine,Barnes,16,Daughter,NA,Female,Student,None,NA
4,Oxford Avenue,Damien,Barnes,12,Son,NA,Male,Student,None,NA
5,Oxford Avenue,Sophie,Newton,61,Head,Married,Female,Biomedical scientist,None,Christian
5,Oxford Avenue,Jeffrey,Newton,64,Husband,Married,Male,Bonds trader,None,Christian
6,Oxford Avenue,Lynne,Marshall,34,Head,Married,Female,Scientific laboratory technician,None,None
6,Oxford Avenue,Julian,Marshall,32,Husband,Married,Male,Clinical embryologist,None,None
6,Oxford Avenue,Lynne,Marshall,13,Daughter,NA,Female,Student,None,NA
6,Oxford Avenue,Francis,Marshall,8,Son,NA,Male,Student,None,NA
7,Oxford Avenue,Frances,Carter,38,Head,Single,Female,Unemployed,None,None
7,Oxford Avenue,Amber,Carter ,3,Daughter,NA,Female,Child,None,NA
7,Oxford Avenue,Paige,Carter,2,Daughter,NA,Female,Child,None,NA
8,Oxford Avenue,Eileen,Mistry,35,Head,Married,Female,IT sales professional,None,None
8,Oxford Avenue,Jonathan,Mistry,37,Husband,Married,Male,Fisheries officer,None,None
8,Oxford Avenue,Linda,Mistry,8,Daughter,NA,Female,Student,None,NA
8,Oxford Avenue,Janet,Mistry,5,Daughter,NA,Female,Student,None,NA
8,Oxford Avenue,Marc,Mistry,1,Son,NA,Male,Child,None,NA
8,Oxford Avenue,Karl,Kay,57,Lodger,Divorced,Male,"Therapist, music",None,Catholic
9,Oxford Avenue,Howard,Khan,40,Head,Divorced,Male,Unemployed,None,Christian
9,Oxford Avenue,Pauline,Alexander,38,Lodger,Divorced,Female,Agricultural engineer,None,Catholic
9,Oxford Avenue,Robin,Lawrence,37,Lodger,Single,Male,Musician,None,Buddist
9,Oxford Avenue,Diana,Davies,64,Lodger,Single,Female,"Designer, interior/spatial",None,None
10,Oxford Avenue,Duncan,Jones,60,Head,Single,Male,"Engineer, production",None,Catholic
10,Oxford Avenue,Raymond,Hussain,59,None,Single,Male,Health service manager,None,None
10,Oxford Avenue,Cheryl,Roberts,40,None,Single,Female,"Editor, magazine features",None,None
11,Oxford Avenue,Andrea,Davies,52,Head,Single,Female,Sales promotion account executive,None,Christian
11,Oxford Avenue,Jennifer,Davies,19,Daughter,Divorced,Female,University Student,None,Christian
11,Oxford Avenue,Lorraine,Davies,15,Daughter,NA,Female,Student,None,NA
11,Oxford Avenue,Angela,Davies,13,Daughter,NA,Female,Student,None,NA
12,Oxford Avenue,Shirley,Parker,48,Head,Divorced,Female,Risk analyst,None,None
12,Oxford Avenue,Amy,Parker,1,Daughter,NA,Female,Child,None,NA
13,Oxford Avenue,Pamela,Ellis,32,Head,Single,Female,Hydrogeologist,None,Catholic
13,Oxford Avenue,Cameron,Oliver,61,None,Single,Male,Freight forwarder,None,Christian
13,Oxford Avenue,Carl,Nixon,31,None,Single,Male,Chartered loss adjuster,None,Christian
13,Oxford Avenue,Conor,Thompson,62,None,Single,Male,Patent attorney,None,Christian
14,Oxford Avenue,Wendy,Nicholls,60,Head,Married,Female,Air broker,None,Christian
14,Oxford Avenue,Scott,Nicholls,62,Husband,Married,Male,Chartered public finance accountant,None,Christian
14,Oxford Avenue,Trevor,Nicholls,15,Son,NA,Male,Student,None,NA
15,Oxford Avenue,Benjamin,Knight,24,Head,Single,Male,Public relations account executive,None,None
16,Oxford Avenue,Arthur,White,30,Head,Married,Male,Chief Executive Officer,None,Catholic
16,Oxford Avenue,Jill,White,27,Wife,Married,Female,Unemployed,None,Catholic
17,Oxford Avenue,Valerie,Thomas,46,Head,Single,Female,"Education officer, environmental",None,None
18,Oxford Avenue,Abbie,Watson,48,Head,Single,Female,Trading standards officer,None,None
18,Oxford Avenue,Stuart,Clark Smith,52,Partner,Single,Male,Musician,None,None
18,Oxford Avenue,Fiona,Watson,15,Daughter,NA,Female,Student,None,NA
18,Oxford Avenue,Emma,Watson,9,Daughter,NA,Female,Student,None,NA
19,Oxford Avenue,Zoe,Herbert,50,Head,Single,Female,Unemployed,Unknown Infection,Methodist
19,Oxford Avenue,Charlene,Herbert,15,Daughter,NA,Female,Student,None,NA
19,Oxford Avenue,Alexandra,Herbert,10,Daughter,NA,Female,Student,None,NA
19,Oxford Avenue,Debra,Herbert,6,Daughter,NA,Female,Student,None,NA
20,Oxford Avenue,Grace,Patel,56,Head,Married,Female,Unemployed,None,Christian
20,Oxford Avenue,James,Patel,57,Husband,Married,Male,Tax adviser,None,Christian
20,Oxford Avenue,Amber,Patel,24,Daughter,Single,Female,Psychiatric nurse,None,None
20,Oxford Avenue,Sally,Patel,4,Daughter,NA,Female,Child,None,NA
21,Oxford Avenue,Dawn,Taylor,47,Head,Single,Female,Barista,None,Catholic
21,Oxford Avenue,Leon,Booth,11,Son,NA,Male,Student,None,NA
21,Oxford Avenue,Hollie,Booth,9,Daughter,NA,Female,Student,None,NA
21,Oxford Avenue,Lauren,Booth,2,Daughter,NA,Female,Child,None,NA
22,Oxford Avenue,Scott,Davey,68,Head,Married,Male,Retired Best boy,None,None
22,Oxford Avenue,Megan,Davey,66,Wife,Married,Female,Database administrator,None,None
22,Oxford Avenue,Brian,Davey,43,Son,Divorced,Male,Audiological scientist,None,None
22,Oxford Avenue,Lisa,Davey,40,Daughter,Single,Female,Fine artist,None,None
22,Oxford Avenue,Gerald,Davey,35,Son,Single,Male,"Surveyor, insurance",None,None
22,Oxford Avenue,Leah,Davey,33,Daughter,Divorced,Female,Meteorologist,None,None
23,Oxford Avenue,Kathryn,Yates,27,Head,Single,Female,Textile designer,None,Catholic
23,Oxford Avenue,Rebecca,Hussain,26,Lodger,Single,Female,"Psychologist, forensic",None,Christian
23,Oxford Avenue,Lesley,Coates,51,Lodger,Widowed,Female,Actuary,None,None
23,Oxford Avenue,Marian,White,20,Lodger,Single,Female,University Student,None,Christian
23,Oxford Avenue,Josh,Gardiner,23,Cousin,Single,Male,"Journalist, broadcasting",None,None
24,Oxford Avenue,Melanie,Parker,40,Head,Married,Female,"Programmer, multimedia",None,Christian
24,Oxford Avenue,Leigh,Parker,40,Husband,Married,Male,Theatre manager,None,None
24,Oxford Avenue,Douglas,Parker,9,Son,NA,Male,Student,None,NA
25,Oxford Avenue,Rita,Smith,37,Head,Married,Female,Structural engineer,None,None
25,Oxford Avenue,Albert,Smith,41,Husband,Married,Male,Hospital doctor,None,None
25,Oxford Avenue,Kimberley,Smith,20,Daughter,Single,Female,University Student,None,None
25,Oxford Avenue,Jay,Smith,7,Son,NA,Male,Student,None,NA
26,Oxford Avenue,Lindsey,Hicks,37,Head,Single,Female,Unemployed,None,Methodist
26,Oxford Avenue,Guy,Miller,39,Partner,Single,Male,Writer,None,None
26,Oxford Avenue,Judith,Hicks,3,Daughter,NA,Female,Child,None,NA
27,Oxford Avenue,Katie,Stone,25,Head,Divorced,Female,Unemployed,None,Catholic
27,Oxford Avenue,Kate,Stone,8,Daughter,NA,Female,Student,None,NA
27,Oxford Avenue,Janet,Stone,5.5,Daughter,NA,Female,Student,None,NA
27,Oxford Avenue,Lewis,Stone,5,Son,NA,Male,Student,None,NA
28,Oxford Avenue,Jill,Stewart,34,Head,Single,Female,Unemployed,None,None
28,Oxford Avenue,Debra,Stewart,6,Daughter,NA,Female,Student,None,NA
28,Oxford Avenue,Francis,Stewart,2,Son,NA,Male,Child,None,NA
28,Oxford Avenue,Ruth,Stewart,2,Daughter,NA,Female,Child,None,NA
28,Oxford Avenue,Diana,Stewart,0,Daughter,NA,Female,Child,None,NA
28,Oxford Avenue,Sean,Stewart,0,Son,NA,Male,Child,None,NA
29,Oxford Avenue,Christine,Roberts,19,Head,Single,Female,University Student,None,None
30,Oxford Avenue,Henry,Talbot,23,Head,Divorced,Male,Commissioning editor,None,None
31,Oxford Avenue,Danny,Walker,35,Head,Married,Male,"Programmer, multimedia",None,None
31,Oxford Avenue,Sally,Walker,33,Wife,Married,Female,Dealer,None,None
31,Oxford Avenue,Stacey,Walker,4,Daughter,NA,Female,Child,None,NA
32,Oxford Avenue,Dale,Moss,18,Head,Single,Male,University Student,None,Christian
32,Oxford Avenue,Ashley,Parker,19,None,Single,Male,University Student,None,Christian
32,Oxford Avenue,Antony,Perkins,19,None,Single,Male,University Student,None,None
32,Oxford Avenue,Jay,Bailey,21,None,Single,Male,University Student,None,None
33,Oxford Avenue,Tracy,Francis,38,Head,Single,Female,"Designer, blown glass/stained glass",None,Catholic
33,Oxford Avenue,Jamie,Francis,12,Son,NA,Male,Student,None,NA
33,Oxford Avenue,Lydia,Francis,9,Daughter,NA,Female,Student,None,NA
33,Oxford Avenue,Christopher,Francis,8,Son,NA,Male,Student,None,NA
34,Oxford Avenue,Paula,Smith,72,Head,Married,Female,Retired Occupational hygienist,None,Jewish
34,Oxford Avenue,Marcus,Smith,80,Husband,Married,Male,Retired Estate agent,None,Jewish
34,Oxford Avenue,Lisa,Smith,41,Daughter,Single,Female,Archaeologist,None,None
34,Oxford Avenue,Rachael,Smith,39,Daughter,Widowed,Female,Geochemist,None,None
35,Oxford Avenue,Jenna,Reed,41,Head,Single,Female,Product manager,None,Christian
35,Oxford Avenue,Mark,Wilkinson,37,Partner,Single,Male,"Therapist, occupational",None,None
35,Oxford Avenue,Stanley,Reed,15,Son,NA,Male,Student,None,NA
36,Oxford Avenue,Lydia,Chapman,44,Head,Single,Female,Accounting technician,None,None
36,Oxford Avenue,Jenna,Chapman,9,Daughter,NA,Female,Student,None,NA
36,Oxford Avenue,Samuel,Chapman,5,Son,NA,Male,Student,None,NA
36,Oxford Avenue,Lee,Chapman,5,Son,NA,Male,Student,None,NA
37,Oxford Avenue,Stephanie,Wilson,38,Head,Married,Female,Arts administrator,None,Christian
37,Oxford Avenue,Mohamed,Wilson,41,Husband,Married,Male,Psychiatric nurse,None,None
37,Oxford Avenue,Katie,Wilson,13,Daughter,NA,Female,Student,None,NA
37,Oxford Avenue,Kevin,Wilson,6,Son,NA,Male,Student,None,NA
1,White Road,Alice,Daniels,47,Head,Married,Female,"Development worker, international aid",None,Christian
1,White Road,Max,Daniels,46,Husband,Married,Male,Financial planner,None,Christian
1,White Road,Laura,Daniels,30,Daughter,Single,Female,Ambulance person,None,Christian
1,White Road,Frederick,Daniels,26,Son,Single,Male,Regulatory affairs officer,None,Christian
1,White Road,Sally,Daniels,11,Daughter,NA,Female,Student,None,NA
2,White Road,Billy,Brennan,46,Head,Single,Male,Public relations officer,None,None
2,White Road,Martyn,Rice,19,None,Single,Male,University Student,None,None
2,White Road,Emma,Evans,18,None,Single,Female,Student,None,NA
2,White Road,Kayleigh,Brown,36,None,Divorced,Female,"Social research officer, government",None,Catholic
2,White Road,Nathan,White,20,None,Single,Male,University Student,None,None
3,White Road,Lynda,Wood,42,Head,Married,Female,Town planner,None,Methodist
3,White Road,Albert,Wood,43,Husband,Married,Male,Paramedic,None,Methodist
3,White Road,Anna,Wood,12,Daughter,NA,Female,Student,None,NA
3,White Road,Danny,Wood,12,Son,NA,Male,Student,None,NA
3,White Road,Jessica,Wood,8,Daughter,NA,Female,Student,None,NA
4,White Road,Kathleen,Sullivan,65,Head,Married,Female,"Education officer, environmental",None,Methodist
4,White Road,Iain,Sullivan,67,Husband,Married,Male,Land,None,None
4,White Road,Janice,Sullivan,32,Daughter,Divorced,Female,"Nurse, learning disability",None,None
4,White Road,Angela,Sullivan,30,Daughter,Single,Female,Sports coach,None,None
4,White Road,Guy,Sullivan,14,Son,NA,Male,Student,None,NA
1,Mason Lake,Olivia,Brown,62,Head,Single,Female,Unemployed,None,Christian
1,Mason Lake,John,Brown,27,Son,Divorced,Male,Chief Technology Officer,None,Christian
1,Mason Lake,Connor,Brown,24,Son,Divorced,Male,"Doctor, hospital",None,Christian
2,Mason Lake,P,Bray,73,Head,Widowed,Male,Retired Amenity horticulturist,None,None
2,Mason Lake,Frank,Bray,17,Grandson,NA,Male,Student,None,NA
3,Mason Lake,Declan,Gray,82,Head,Married,Male,Retired Fine artist,None,Christian
3,Mason Lake,Sylvia,Gray,77,Wife,Married,Female,"Retired Teacher, early years/pre",None,None
4,Mason Lake,Abbie,Walker,64,Head,Single,Female,"Sales professional, IT",None,None
5,Mason Lake,Katherine,Evans,36,Head,Divorced,Female,Unemployed,None,Christian
5,Mason Lake,Leigh,Evans,3,Son,NA,Male,Child,None,NA
6,Mason Lake,Rachael,Connolly,61,Head,Married,Female,Animal nutritionist,None,Christian
6,Mason Lake,Gordon,Connolly,59,Husband,Married,Male,Dealer,None,Christian
6,Mason Lake,Shirley,Connolly,20,Daughter,Single,Female,University Student,None,Christian
6,Mason Lake,Luke,Connolly,16,Adopted Son,NA,Male,Student,None,NA
6,Mason Lake,Samuel,Connolly,12,Son,NA,Male,Student,None,NA
7,Mason Lake,Sian,Price,25,Head,Married,Female,"Education officer, museum",Unknown Infection,Muslim
